,video,image,group_original,group_2,group_3,group_4,group_5
300,2020-09-29-09-46-42-3,970329724s699ms.jpg,1.0,0.0,1.0,1.0,1.0
301,2020-09-24-4,969906410s677ms.jpg,3.0,1.0,1.0,2.0,3.0
302,2020-09-24-1,969901773s252ms.jpg,2.0,0.0,1.0,1.0,2.0
303,2020-09-24-4,969906550s650ms.jpg,1.0,0.0,1.0,1.0,1.0
304,2020-09-29-09-46-42-3,970328987s696ms.jpg,1.0,0.0,0.0,0.0,1.0
305,2020-07-28-06-01-11,964869392s710ms.jpg,2.0,0.0,1.0,1.0,2.0
306,2020-09-24-3,969904958s173ms.jpg,2.0,0.0,1.0,1.0,2.0
307,2020-09-24-1,969902212s257ms.jpg,1.0,0.0,0.0,1.0,1.0
308,2020-09-29-09-46-42-4,970330021s181ms.jpg,2.0,0.0,1.0,1.0,2.0
309,2020-09-24-4,969906435s669ms.jpg,3.0,1.0,1.0,2.0,3.0
310,2020-09-24-1,969901834s246ms.jpg,0.0,0.0,0.0,0.0,0.0
311,2020-09-24-1,969901884s229ms.jpg,1.0,0.0,0.0,1.0,1.0
312,2020-09-29-09-46-42-1,970325573s813ms.jpg,0.0,0.0,0.0,0.0,0.0
313,2020-09-29-09-46-42-3,970328491s700ms.jpg,2.0,0.0,1.0,1.0,1.0
314,2020-09-24-1,969901902s247ms.jpg,1.0,0.0,0.0,0.0,0.0
315,2020-10-02-10-17-05-3,970588562s249ms.jpg,1.0,0.0,1.0,1.0,1.0
316,2020-07-28-06-01-11,964869760s711ms.jpg,1.0,0.0,0.0,0.0,0.0
317,2020-09-29-09-46-42-1,970326483s788ms.jpg,1.0,0.0,1.0,1.0,1.0
318,2020-09-29-09-46-42-3,970328640s716ms.jpg,3.0,1.0,2.0,2.0,3.0
319,2020-09-24-3,969905082s164ms.jpg,0.0,0.0,0.0,0.0,0.0
320,2020-09-24-1,969902610s254ms.jpg,2.0,1.0,1.0,2.0,2.0
321,2020-09-24-3,969905738s186ms.jpg,1.0,0.0,0.0,0.0,0.0
322,2020-09-29-09-46-42-4,970330314s174ms.jpg,1.0,0.0,0.0,1.0,1.0
323,2020-09-29-09-46-42-3,970329205s714ms.jpg,0.0,0.0,0.0,0.0,0.0
324,2020-09-24-1,969901857s236ms.jpg,0.0,0.0,0.0,0.0,0.0
325,2020-09-29-09-46-42-3,970329006s715ms.jpg,0.0,0.0,0.0,0.0,0.0
326,2020-09-29-09-46-42-2,970328131s220ms.jpg,2.0,0.0,1.0,1.0,2.0
327,2020-07-28-06-01-11,964868685s704ms.jpg,3.0,1.0,2.0,3.0,4.0
328,2020-09-29-09-46-42-4,970330077s170ms.jpg,1.0,0.0,0.0,1.0,1.0
329,2020-10-02-10-17-05-3,970588592s245ms.jpg,1.0,0.0,0.0,1.0,1.0
330,2020-09-24-3,969905402s184ms.jpg,1.0,0.0,0.0,1.0,1.0
331,2020-09-24-3,969905086s168ms.jpg,3.0,1.0,2.0,3.0,3.0
332,2020-09-24-1,969902421s232ms.jpg,2.0,1.0,1.0,2.0,2.0
333,2020-09-29-09-46-42-4,970330070s197ms.jpg,1.0,0.0,0.0,1.0,1.0
334,2020-09-29-09-46-42-1,970326205s811ms.jpg,3.0,1.0,2.0,3.0,4.0
335,2020-09-24-1,969902224s235ms.jpg,3.0,1.0,1.0,2.0,2.0
336,2020-09-23-VIRB0008,969832411s640ms.jpg,2.0,0.0,1.0,1.0,2.0
337,2020-09-24-1,969902922s233ms.jpg,3.0,1.0,2.0,3.0,4.0
338,2020-09-24-3,969905667s182ms.jpg,0.0,0.0,0.0,0.0,0.0
339,2020-09-29-09-46-42-1,970325600s806ms.jpg,1.0,0.0,0.0,0.0,1.0
340,2020-09-29-09-46-42-3,970328329s705ms.jpg,0.0,0.0,0.0,0.0,0.0
341,2020-09-24-1,969902188s233ms.jpg,2.0,1.0,1.0,2.0,2.0
342,2020-09-29-09-46-42-3,970328642s685ms.jpg,3.0,1.0,2.0,3.0,4.0
343,2020-09-24-3,969906171s185ms.jpg,3.0,1.0,2.0,3.0,4.0
344,2020-07-28-06-01-11,964868934s720ms.jpg,3.0,1.0,2.0,3.0,4.0
345,2020-07-28-06-01-11,964869783s701ms.jpg,2.0,0.0,1.0,1.0,1.0
346,2020-09-29-09-46-42-4,970330335s195ms.jpg,2.0,1.0,1.0,2.0,2.0
347,2020-09-24-1,969902988s232ms.jpg,2.0,0.0,1.0,1.0,2.0
348,2020-09-24-1,969902434s245ms.jpg,3.0,1.0,2.0,2.0,3.0
349,2020-09-24-3,969904807s189ms.jpg,2.0,0.0,1.0,1.0,2.0
350,2020-07-28-06-01-11,964868576s729ms.jpg,0.0,0.0,0.0,0.0,0.0
351,2020-09-24-1,969902153s231ms.jpg,0.0,0.0,0.0,0.0,0.0
352,2020-09-24-1,969902873s251ms.jpg,1.0,0.0,0.0,1.0,1.0
353,2020-10-02-10-17-05-3,970588417s270ms.jpg,1.0,0.0,0.0,0.0,1.0
354,2020-09-24-3,969905785s166ms.jpg,0.0,0.0,0.0,0.0,0.0
355,2020-09-24-4,969906506s673ms.jpg,1.0,0.0,0.0,1.0,1.0
356,2020-09-24-1,969902265s243ms.jpg,1.0,0.0,1.0,1.0,1.0
357,2020-09-24-4,969906446s680ms.jpg,2.0,0.0,1.0,1.0,2.0
358,2020-09-29-09-46-42-1,970326035s808ms.jpg,2.0,0.0,1.0,1.0,2.0
359,2020-09-29-09-46-42-4,970329896s190ms.jpg,0.0,0.0,0.0,0.0,0.0
360,2020-09-24-1,969901856s235ms.jpg,1.0,0.0,0.0,0.0,0.0
361,2020-09-24-3,969904814s196ms.jpg,1.0,0.0,0.0,0.0,1.0
362,2020-09-24-1,969902420s231ms.jpg,2.0,1.0,1.0,1.0,2.0
363,2020-09-29-09-46-42-1,970326451s790ms.jpg,3.0,1.0,2.0,2.0,3.0
364,2020-09-29-09-46-42-3,970329175s717ms.jpg,0.0,0.0,0.0,0.0,0.0
365,2020-09-24-3,969906101s182ms.jpg,1.0,0.0,0.0,1.0,1.0
366,2020-10-02-10-17-05-3,970588466s253ms.jpg,1.0,0.0,0.0,1.0,1.0
367,2020-09-29-09-46-42-4,970330258s185ms.jpg,0.0,0.0,0.0,0.0,0.0
368,2020-09-24-3,969905004s186ms.jpg,1.0,0.0,0.0,1.0,1.0
369,2020-09-24-1,969902165s243ms.jpg,2.0,0.0,1.0,1.0,2.0
370,2020-10-02-10-17-05-3,970588320s273ms.jpg,0.0,0.0,0.0,0.0,0.0
371,2020-09-24-3,969905871s186ms.jpg,3.0,1.0,1.0,2.0,3.0
372,2020-07-28-06-01-11,964869396s714ms.jpg,1.0,0.0,0.0,0.0,0.0
373,2020-09-29-09-46-42-3,970328920s696ms.jpg,2.0,0.0,1.0,1.0,2.0
374,2020-09-29-09-46-42-4,970329924s184ms.jpg,2.0,1.0,1.0,2.0,2.0
375,2020-09-24-1,969902741s252ms.jpg,2.0,0.0,1.0,1.0,2.0
376,2020-09-29-09-46-42-3,970328824s700ms.jpg,0.0,0.0,0.0,0.0,0.0
377,2020-09-29-09-46-42-3,970329534s709ms.jpg,2.0,1.0,1.0,2.0,2.0
378,2020-09-29-09-46-42-1,970325826s799ms.jpg,3.0,1.0,1.0,2.0,3.0
379,2020-09-24-4,969906263s664ms.jpg,2.0,0.0,1.0,1.0,2.0
380,2020-09-29-09-46-42-3,970328780s689ms.jpg,0.0,0.0,0.0,0.0,0.0
381,2020-09-29-09-46-42-3,970329217s692ms.jpg,2.0,1.0,1.0,2.0,2.0
382,2020-09-24-3,969905125s174ms.jpg,1.0,0.0,0.0,0.0,1.0
383,2020-07-28-06-01-11,964869342s727ms.jpg,1.0,0.0,0.0,0.0,1.0
384,2020-09-29-09-46-42-2,970327051s208ms.jpg,3.0,1.0,2.0,3.0,4.0
385,2020-09-29-09-46-42-2,970326928s218ms.jpg,2.0,0.0,1.0,1.0,2.0
386,2020-09-29-09-46-42-1,970326330s802ms.jpg,2.0,1.0,1.0,2.0,2.0
387,2020-09-24-3,969905574s189ms.jpg,2.0,0.0,1.0,1.0,2.0
388,2020-09-29-09-46-42-3,970329377s686ms.jpg,3.0,1.0,2.0,3.0,4.0
389,2020-09-24-3,969905741s189ms.jpg,0.0,0.0,0.0,0.0,0.0
390,2020-09-29-09-46-42-4,970330023s183ms.jpg,1.0,0.0,0.0,0.0,1.0
391,2020-09-24-1,969902819s230ms.jpg,0.0,0.0,0.0,0.0,0.0
392,2020-10-02-10-17-05-3,970588515s268ms.jpg,1.0,0.0,1.0,1.0,1.0
393,2020-09-29-09-46-42-3,970329111s686ms.jpg,1.0,0.0,0.0,1.0,1.0
394,2020-09-29-09-46-42-1,970325888s794ms.jpg,3.0,1.0,2.0,2.0,3.0
395,2020-09-29-09-46-42-4,970329869s196ms.jpg,1.0,0.0,0.0,0.0,0.0
396,2020-09-24-1,969902189s234ms.jpg,1.0,0.0,1.0,1.0,1.0
397,2020-09-24-3,969905308s190ms.jpg,2.0,1.0,1.0,2.0,2.0
398,2020-09-24-3,969904813s195ms.jpg,2.0,0.0,1.0,1.0,2.0
399,2020-09-29-09-46-42-2,970328186s208ms.jpg,3.0,1.0,1.0,2.0,2.0
400,2020-09-29-09-46-42-2,970326876s200ms.jpg,3.0,1.0,2.0,2.0,3.0
401,2020-10-02-10-17-05-3,970588555s242ms.jpg,2.0,1.0,1.0,2.0,2.0
402,2020-10-02-10-17-05-3,970588291s244ms.jpg,0.0,0.0,0.0,0.0,0.0
403,2020-09-29-09-46-42-3,970328330s706ms.jpg,1.0,0.0,0.0,0.0,1.0
404,2020-09-29-09-46-42-1,970326042s781ms.jpg,2.0,0.0,1.0,1.0,2.0
405,2020-09-24-3,969906060s174ms.jpg,1.0,0.0,1.0,1.0,1.0
406,2020-07-28-06-01-11,964869265s717ms.jpg,1.0,0.0,0.0,0.0,1.0
407,2020-09-29-09-46-42-3,970329058s700ms.jpg,0.0,0.0,0.0,0.0,0.0
408,2020-09-29-09-46-42-4,970330081s174ms.jpg,0.0,0.0,0.0,0.0,0.0
409,2020-09-24-1,969902325s236ms.jpg,2.0,1.0,1.0,2.0,2.0
410,2020-09-29-09-46-42-1,970325619s792ms.jpg,1.0,0.0,0.0,1.0,1.0
411,2020-10-02-10-17-05-3,970588566s252ms.jpg,1.0,0.0,0.0,0.0,1.0
412,2020-09-29-09-46-42-1,970326691s796ms.jpg,1.0,0.0,0.0,0.0,1.0
413,2020-09-29-09-46-42-3,970329208s717ms.jpg,0.0,0.0,0.0,0.0,0.0
414,2020-09-24-1,969902341s252ms.jpg,1.0,0.0,0.0,0.0,1.0
415,2020-09-29-09-46-42-3,970328429s705ms.jpg,1.0,0.0,1.0,1.0,1.0
416,2020-09-29-09-46-42-3,970328725s701ms.jpg,0.0,0.0,0.0,0.0,0.0
417,2020-09-29-09-46-42-3,970329705s713ms.jpg,1.0,0.0,0.0,0.0,1.0
418,2020-09-29-09-46-42-1,970326490s795ms.jpg,0.0,0.0,0.0,0.0,0.0
419,2020-09-29-09-46-42-1,970325998s804ms.jpg,0.0,0.0,0.0,0.0,0.0
420,2020-09-24-3,969905566s181ms.jpg,1.0,0.0,0.0,1.0,1.0
421,2020-07-28-06-01-11,964869821s706ms.jpg,3.0,1.0,2.0,3.0,4.0
422,2020-09-24-4,969906438s672ms.jpg,2.0,0.0,1.0,1.0,2.0
423,2020-09-29-09-46-42-4,970329982s175ms.jpg,1.0,0.0,0.0,1.0,1.0
424,2020-09-29-09-46-42-2,970326937s227ms.jpg,1.0,0.0,0.0,1.0,1.0
425,2020-09-23-VIRB0008,969832390s652ms.jpg,3.0,1.0,2.0,3.0,4.0
426,2020-07-28-06-01-11,964869540s725ms.jpg,0.0,0.0,0.0,0.0,0.0
427,2020-09-29-09-46-42-4,970329803s197ms.jpg,1.0,0.0,0.0,0.0,1.0
428,2020-10-02-10-17-05-3,970588110s264ms.jpg,2.0,0.0,1.0,1.0,2.0
429,2020-09-24-1,969902782s226ms.jpg,1.0,0.0,0.0,0.0,1.0
430,2020-09-29-09-46-42-1,970325849s788ms.jpg,3.0,1.0,2.0,3.0,4.0
431,2020-09-29-09-46-42-4,970330034s194ms.jpg,1.0,0.0,0.0,0.0,1.0
432,2020-09-29-09-46-42-3,970328294s704ms.jpg,2.0,0.0,1.0,1.0,2.0
433,2020-09-24-3,969905834s182ms.jpg,1.0,0.0,0.0,1.0,1.0
434,2020-10-02-10-17-05-3,970588201s255ms.jpg,0.0,0.0,0.0,0.0,0.0
435,2020-09-24-4,969906405s672ms.jpg,1.0,0.0,0.0,1.0,1.0
436,2020-09-29-09-46-42-4,970329909s203ms.jpg,1.0,0.0,0.0,0.0,1.0
437,2020-10-02-10-17-05-3,970588457s244ms.jpg,2.0,0.0,1.0,1.0,2.0
438,2020-09-24-3,969904930s179ms.jpg,2.0,0.0,1.0,1.0,2.0
439,2020-09-24-3,969905656s171ms.jpg,1.0,0.0,0.0,0.0,0.0
440,2020-09-29-09-46-42-4,970329885s179ms.jpg,2.0,0.0,1.0,1.0,2.0
441,2020-09-29-09-46-42-1,970326714s786ms.jpg,0.0,0.0,0.0,0.0,0.0
442,2020-09-24-4,969906334s668ms.jpg,2.0,0.0,1.0,1.0,1.0
443,2020-09-24-3,969905657s172ms.jpg,1.0,0.0,0.0,1.0,1.0
444,2020-09-29-09-46-42-3,970329087s696ms.jpg,0.0,0.0,0.0,0.0,0.0
445,2020-09-29-09-46-42-3,970328820s696ms.jpg,1.0,0.0,0.0,0.0,0.0
446,2020-09-29-09-46-42-4,970330115s175ms.jpg,0.0,0.0,0.0,0.0,0.0
447,2020-09-24-3,969905678s193ms.jpg,1.0,0.0,0.0,0.0,1.0
448,2020-07-28-06-01-11,964868728s714ms.jpg,1.0,0.0,0.0,1.0,1.0
449,2020-09-24-4,969906375s676ms.jpg,0.0,0.0,0.0,0.0,0.0
450,2020-07-28-06-01-11,964869557s709ms.jpg,1.0,0.0,0.0,1.0,1.0
451,2020-09-29-09-46-42-1,970325720s793ms.jpg,3.0,1.0,2.0,2.0,3.0
452,2020-09-29-09-46-42-2,970326810s200ms.jpg,1.0,0.0,0.0,0.0,1.0
453,2020-09-29-09-46-42-3,970329451s693ms.jpg,1.0,0.0,0.0,1.0,1.0
454,2020-09-29-09-46-42-1,970326229s801ms.jpg,1.0,0.0,0.0,0.0,1.0
455,2020-07-28-06-01-11,964868968s720ms.jpg,2.0,0.0,1.0,1.0,2.0
456,2020-09-23-VIRB0004,969830825s219ms.jpg,3.0,1.0,2.0,3.0,3.0
457,2020-09-24-4,969906421s655ms.jpg,3.0,1.0,2.0,3.0,4.0
458,2020-09-24-3,969904773s189ms.jpg,0.0,0.0,0.0,0.0,0.0
459,2020-07-28-06-01-11,964868712s698ms.jpg,3.0,1.0,2.0,3.0,4.0
460,2020-09-24-1,969902867s245ms.jpg,0.0,0.0,0.0,0.0,0.0
461,2020-09-24-3,969905965s179ms.jpg,3.0,1.0,1.0,2.0,3.0
462,2020-09-24-3,969905531s179ms.jpg,2.0,0.0,1.0,1.0,2.0
463,2020-09-24-3,969905953s167ms.jpg,1.0,0.0,0.0,1.0,1.0
464,2020-09-29-09-46-42-3,970329488s696ms.jpg,3.0,1.0,2.0,3.0,4.0
465,2020-09-24-3,969905153s168ms.jpg,0.0,0.0,0.0,0.0,0.0
466,2020-09-29-09-46-42-4,970329862s189ms.jpg,1.0,0.0,1.0,1.0,1.0
467,2020-09-29-09-46-42-3,970329017s693ms.jpg,1.0,0.0,0.0,0.0,0.0
468,2020-09-24-3,969906219s166ms.jpg,3.0,1.0,2.0,3.0,3.0
469,2020-09-29-09-46-42-3,970328335s711ms.jpg,0.0,0.0,0.0,0.0,0.0
470,2020-09-24-3,969904924s173ms.jpg,1.0,0.0,0.0,1.0,1.0
471,2020-09-29-09-46-42-3,970329128s703ms.jpg,1.0,0.0,0.0,0.0,1.0
472,2020-07-28-06-01-11,964869662s714ms.jpg,3.0,1.0,2.0,3.0,4.0
473,2020-07-28-06-01-11,964868727s713ms.jpg,1.0,0.0,1.0,1.0,1.0
474,2020-09-29-09-46-42-3,970329371s713ms.jpg,2.0,0.0,1.0,1.0,2.0
475,2020-09-24-3,969905570s185ms.jpg,1.0,0.0,1.0,1.0,1.0
476,2020-07-28-06-01-11,964869793s711ms.jpg,3.0,1.0,2.0,2.0,3.0
477,2020-09-29-09-46-42-3,970329269s711ms.jpg,1.0,0.0,1.0,1.0,1.0
478,2020-09-29-09-46-42-3,970328492s701ms.jpg,0.0,0.0,0.0,0.0,0.0
479,2020-09-29-09-46-42-3,970328785s694ms.jpg,1.0,0.0,0.0,0.0,1.0
480,2020-09-24-4,969906503s670ms.jpg,1.0,0.0,1.0,1.0,1.0
481,2020-09-29-09-46-42-1,970325482s788ms.jpg,1.0,0.0,0.0,0.0,0.0
482,2020-09-29-09-46-42-1,970325505s811ms.jpg,0.0,0.0,0.0,0.0,0.0
483,2020-09-24-1,969902915s226ms.jpg,2.0,1.0,1.0,2.0,2.0
484,2020-09-29-09-46-42-4,970330232s192ms.jpg,0.0,0.0,0.0,0.0,0.0
485,2020-07-28-06-01-11,964868720s706ms.jpg,2.0,1.0,1.0,2.0,2.0
486,2020-09-24-1,969902301s246ms.jpg,2.0,1.0,1.0,2.0,2.0
487,2020-10-02-10-17-05-3,970588132s252ms.jpg,1.0,0.0,0.0,0.0,1.0
488,2020-10-02-10-17-05-3,970588491s244ms.jpg,1.0,0.0,0.0,0.0,0.0
489,2020-09-29-09-46-42-2,970327022s212ms.jpg,3.0,1.0,1.0,2.0,3.0
490,2020-09-29-09-46-42-1,970325480s786ms.jpg,1.0,0.0,0.0,0.0,0.0
491,2020-09-24-1,969902609s253ms.jpg,2.0,0.0,1.0,1.0,2.0
492,2020-09-29-09-46-42-1,970326178s784ms.jpg,1.0,0.0,0.0,0.0,1.0
493,2020-07-28-06-01-11,964869139s724ms.jpg,2.0,0.0,1.0,1.0,2.0
494,2020-09-24-3,969906076s190ms.jpg,2.0,0.0,1.0,1.0,1.0
495,2020-09-29-09-46-42-2,970327012s202ms.jpg,1.0,0.0,0.0,1.0,1.0
496,2020-09-24-3,969905547s195ms.jpg,1.0,0.0,1.0,1.0,1.0
497,2020-07-28-06-01-11,964869553s705ms.jpg,1.0,0.0,0.0,1.0,1.0
498,2020-09-24-3,969905763s178ms.jpg,0.0,0.0,0.0,0.0,0.0
499,2020-09-29-09-46-42-1,970325887s793ms.jpg,2.0,1.0,1.0,1.0,2.0
500,2020-09-29-09-46-42-3,970329506s714ms.jpg,0.0,0.0,0.0,0.0,0.0
501,2020-09-24-4,969906442s676ms.jpg,3.0,1.0,1.0,2.0,2.0
502,2020-09-29-09-46-42-3,970329598s706ms.jpg,1.0,0.0,0.0,0.0,0.0
503,2020-09-29-09-46-42-4,970329811s171ms.jpg,0.0,0.0,0.0,0.0,0.0
504,2020-09-29-09-46-42-4,970329949s176ms.jpg,1.0,0.0,0.0,1.0,1.0
505,2020-09-24-1,969902086s231ms.jpg,0.0,0.0,0.0,0.0,0.0
506,2020-09-24-1,969902252s230ms.jpg,2.0,0.0,1.0,1.0,2.0
507,2020-07-28-06-01-11,964868821s707ms.jpg,1.0,0.0,0.0,1.0,1.0
508,2020-09-24-4,969906244s678ms.jpg,1.0,0.0,0.0,1.0,1.0
509,2020-09-29-09-46-42-1,970325882s788ms.jpg,3.0,1.0,2.0,3.0,4.0
510,2020-09-29-09-46-42-4,970329946s173ms.jpg,1.0,0.0,0.0,1.0,1.0
511,2020-09-29-09-46-42-4,970330393s186ms.jpg,1.0,0.0,1.0,1.0,1.0
512,2020-10-02-10-17-05-3,970588205s259ms.jpg,1.0,0.0,0.0,1.0,1.0
513,2020-09-23-VIRB0004,969830853s214ms.jpg,2.0,1.0,1.0,2.0,2.0
514,2020-09-24-1,969902787s231ms.jpg,0.0,0.0,0.0,0.0,0.0
515,2020-09-24-3,969906209s190ms.jpg,2.0,0.0,1.0,1.0,1.0
516,2020-09-29-09-46-42-4,970330377s170ms.jpg,1.0,0.0,0.0,1.0,1.0
517,2020-09-29-09-46-42-4,970329812s172ms.jpg,1.0,0.0,0.0,1.0,1.0
518,2020-09-29-09-46-42-2,970326867s224ms.jpg,2.0,1.0,1.0,2.0,2.0
519,2020-09-29-09-46-42-1,970326648s787ms.jpg,0.0,0.0,0.0,0.0,0.0
520,2020-09-29-09-46-42-3,970328366s709ms.jpg,1.0,0.0,0.0,0.0,1.0
521,2020-09-24-1,969902783s227ms.jpg,0.0,0.0,0.0,0.0,0.0
522,2020-09-29-09-46-42-1,970325823s796ms.jpg,2.0,1.0,1.0,2.0,2.0
523,2020-09-24-3,969906161s175ms.jpg,3.0,1.0,1.0,2.0,2.0
524,2020-09-24-1,969902526s237ms.jpg,3.0,1.0,2.0,3.0,3.0
525,2020-09-24-4,969906364s665ms.jpg,1.0,0.0,0.0,0.0,1.0
526,2020-09-24-4,969906416s650ms.jpg,2.0,0.0,1.0,1.0,2.0
527,2020-09-29-09-46-42-3,970329223s698ms.jpg,1.0,0.0,1.0,1.0,1.0
528,2020-09-29-09-46-42-1,970326095s801ms.jpg,1.0,0.0,0.0,1.0,1.0
529,2020-10-02-10-17-05-3,970588149s269ms.jpg,2.0,0.0,1.0,1.0,2.0
530,2020-09-24-4,969906433s667ms.jpg,3.0,1.0,1.0,2.0,3.0
531,2020-09-24-3,969905010s192ms.jpg,1.0,0.0,0.0,0.0,0.0
532,2020-09-24-1,969902178s256ms.jpg,1.0,0.0,0.0,1.0,1.0
533,2020-09-24-1,969902494s239ms.jpg,2.0,0.0,1.0,1.0,2.0
534,2020-09-24-1,969902187s232ms.jpg,2.0,0.0,1.0,1.0,2.0
535,2020-09-24-1,969902250s228ms.jpg,1.0,0.0,0.0,1.0,1.0
536,2020-09-29-09-46-42-4,970330391s184ms.jpg,2.0,0.0,1.0,1.0,2.0
537,2020-09-29-09-46-42-3,970329172s714ms.jpg,1.0,0.0,0.0,0.0,1.0
538,2020-09-29-09-46-42-4,970330013s173ms.jpg,0.0,0.0,0.0,0.0,0.0
539,2020-09-29-09-46-42-4,970330125s185ms.jpg,0.0,0.0,0.0,0.0,0.0
540,2020-09-29-09-46-42-2,970326976s199ms.jpg,3.0,1.0,1.0,2.0,3.0
541,2020-09-24-1,969901824s236ms.jpg,1.0,0.0,0.0,0.0,1.0
542,2020-07-28-06-01-11,964869658s710ms.jpg,3.0,1.0,2.0,3.0,3.0
543,2020-09-29-09-46-42-1,970325488s794ms.jpg,1.0,0.0,0.0,0.0,1.0
544,2020-07-28-06-01-11,964869654s706ms.jpg,3.0,1.0,1.0,2.0,2.0
545,2020-09-29-09-46-42-1,970326233s805ms.jpg,0.0,0.0,0.0,0.0,0.0
546,2020-09-29-09-46-42-1,970326372s811ms.jpg,1.0,0.0,0.0,1.0,1.0
547,2020-09-24-3,969904808s190ms.jpg,1.0,0.0,0.0,0.0,1.0
548,2020-09-24-1,969902872s250ms.jpg,0.0,0.0,0.0,0.0,0.0
549,2020-09-29-09-46-42-2,970327054s211ms.jpg,3.0,1.0,1.0,2.0,3.0
550,2020-09-29-09-46-42-2,970328146s202ms.jpg,2.0,0.0,1.0,1.0,1.0
551,2020-10-02-10-17-05-3,970588342s262ms.jpg,1.0,0.0,0.0,1.0,1.0
552,2020-10-02-10-17-05-3,970588455s242ms.jpg,2.0,1.0,1.0,2.0,2.0
553,2020-10-02-10-17-05-3,970588104s258ms.jpg,1.0,0.0,0.0,0.0,1.0
554,2020-09-24-1,969902906s250ms.jpg,2.0,1.0,1.0,2.0,2.0
555,2020-09-29-09-46-42-2,970328143s199ms.jpg,2.0,1.0,1.0,2.0,2.0
556,2020-09-29-09-46-42-3,970328670s713ms.jpg,1.0,0.0,0.0,0.0,1.0
557,2020-09-24-1,969902342s253ms.jpg,1.0,0.0,0.0,0.0,0.0
558,2020-09-29-09-46-42-1,970325799s805ms.jpg,1.0,0.0,0.0,1.0,1.0
559,2020-09-29-09-46-42-4,970330036s196ms.jpg,1.0,0.0,0.0,0.0,1.0
560,2020-09-29-09-46-42-3,970328424s700ms.jpg,0.0,0.0,0.0,0.0,0.0
561,2020-09-24-3,969905932s180ms.jpg,3.0,1.0,2.0,2.0,3.0
562,2020-09-24-1,969902408s253ms.jpg,1.0,0.0,1.0,1.0,1.0
563,2020-09-24-3,969905000s182ms.jpg,1.0,0.0,0.0,1.0,1.0
564,2020-10-02-10-17-05-3,970588539s259ms.jpg,2.0,1.0,1.0,2.0,2.0
565,2020-09-24-3,969905334s182ms.jpg,1.0,0.0,0.0,1.0,1.0
566,2020-09-29-09-46-42-4,970330191s184ms.jpg,0.0,0.0,0.0,0.0,0.0
567,2020-09-24-1,969902726s237ms.jpg,1.0,0.0,0.0,0.0,1.0
568,2020-07-28-06-01-11,964868577s730ms.jpg,1.0,0.0,0.0,0.0,1.0
569,2020-10-02-10-17-05-3,970588481s268ms.jpg,2.0,0.0,1.0,1.0,2.0
570,2020-07-28-06-01-11,964868900s719ms.jpg,3.0,1.0,1.0,2.0,3.0
571,2020-09-24-1,969902753s231ms.jpg,2.0,0.0,1.0,1.0,2.0
572,2020-09-24-3,969905420s168ms.jpg,1.0,0.0,0.0,0.0,1.0
573,2020-10-02-10-17-05-3,970588124s244ms.jpg,2.0,0.0,1.0,1.0,2.0
574,2020-09-29-09-46-42-4,970329927s187ms.jpg,1.0,0.0,0.0,0.0,1.0
575,2020-09-29-09-46-42-1,970325661s801ms.jpg,1.0,0.0,1.0,1.0,1.0
576,2020-07-28-06-01-11,964869982s700ms.jpg,0.0,0.0,0.0,0.0,0.0
577,2020-09-24-4,969906505s672ms.jpg,1.0,0.0,0.0,0.0,1.0
578,2020-07-28-06-01-11,964869802s720ms.jpg,1.0,0.0,0.0,0.0,0.0
579,2020-09-24-4,969906427s661ms.jpg,3.0,1.0,1.0,2.0,2.0
580,2020-09-29-09-46-42-1,970325976s782ms.jpg,1.0,0.0,0.0,0.0,1.0
581,2020-07-28-06-01-11,964868832s718ms.jpg,2.0,0.0,1.0,1.0,2.0
582,2020-09-29-09-46-42-4,970330180s173ms.jpg,0.0,0.0,0.0,0.0,0.0
583,2020-10-02-10-17-05-3,970588174s261ms.jpg,0.0,0.0,0.0,0.0,0.0
584,2020-10-02-10-17-05-3,970588114s268ms.jpg,1.0,0.0,0.0,1.0,1.0
585,2020-09-24-3,969906054s168ms.jpg,1.0,0.0,0.0,1.0,1.0
586,2020-09-24-3,969904815s164ms.jpg,1.0,0.0,0.0,0.0,1.0
587,2020-09-24-3,969905099s181ms.jpg,0.0,0.0,0.0,0.0,0.0
588,2020-09-29-09-46-42-2,970326948s205ms.jpg,1.0,0.0,0.0,1.0,1.0
589,2020-09-24-1,969902339s250ms.jpg,1.0,0.0,0.0,1.0,1.0
590,2020-09-24-3,969905725s173ms.jpg,3.0,1.0,1.0,2.0,2.0
591,2020-09-29-09-46-42-1,970326494s799ms.jpg,1.0,0.0,1.0,1.0,1.0
592,2020-09-29-09-46-42-1,970325997s803ms.jpg,1.0,0.0,0.0,0.0,1.0
593,2020-09-29-09-46-42-3,970328915s691ms.jpg,1.0,0.0,0.0,0.0,1.0
594,2020-09-24-1,969902089s234ms.jpg,1.0,0.0,1.0,1.0,1.0
595,2020-09-24-3,969904843s192ms.jpg,2.0,0.0,1.0,1.0,2.0
596,2020-09-24-3,969905165s180ms.jpg,3.0,1.0,1.0,2.0,2.0
597,2020-09-24-1,969902133s245ms.jpg,1.0,0.0,1.0,1.0,1.0
598,2020-09-29-09-46-42-4,970329861s188ms.jpg,0.0,0.0,0.0,0.0,0.0
599,2020-09-24-1,969902790s234ms.jpg,0.0,0.0,0.0,0.0,0.0
