video,image,image_mask,group_2,group_3,group_4,group_original,dataset
2020-09-29-09-46-42-1,970325718s791ms.jpg,970325718s791ms.png,1.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970325755s795ms.jpg,970325755s795ms.png,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-1,970325714s787ms.jpg,970325714s787ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-3,969905438s186ms.jpg,969905438s186ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328982s691ms.jpg,970328982s691ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-1,970326539s811ms.jpg,970326539s811ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329203s712ms.jpg,970329203s712ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969904911s193ms.jpg,969904911s193ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-3,969904946s195ms.jpg,969904946s195ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970328189s211ms.jpg,970328189s211ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-1,970326304s810ms.jpg,970326304s810ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328778s687ms.jpg,970328778s687ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328428s704ms.jpg,970328428s704ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905014s196ms.jpg,969905014s196ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326123s795ms.jpg,970326123s795ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-1,970326422s794ms.jpg,970326422s794ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902705s249ms.jpg,969902705s249ms.png,0.0,1.0,1.0,1.0,train
2020-10-02-10-17-05-3,970588143s263ms.jpg,970588143s263ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328722s698ms.jpg,970328722s698ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325988s794ms.jpg,970325988s794ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328920s696ms.jpg,970328920s696ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902300s245ms.jpg,969902300s245ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325824s797ms.jpg,970325824s797ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969904924s173ms.jpg,969904924s173ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328710s686ms.jpg,970328710s686ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326197s803ms.jpg,970326197s803ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328259s702ms.jpg,970328259s702ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-3,969905488s170ms.jpg,969905488s170ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969901866s245ms.jpg,969901866s245ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902514s259ms.jpg,969902514s259ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905406s188ms.jpg,969905406s188ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-3,970328820s696ms.jpg,970328820s696ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328759s701ms.jpg,970328759s701ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-2,970328214s203ms.jpg,970328214s203ms.png,1.0,1.0,2.0,2.0,train
2020-09-24-1,969902344s255ms.jpg,969902344s255ms.png,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-3,970328620s696ms.jpg,970328620s696ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-3,969904778s194ms.jpg,969904778s194ms.png,1.0,1.0,2.0,2.0,train
2020-09-24-1,969902071s249ms.jpg,969902071s249ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326129s801ms.jpg,970326129s801ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-1,969901795s240ms.jpg,969901795s240ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905520s168ms.jpg,969905520s168ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902807s251ms.jpg,969902807s251ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328781s690ms.jpg,970328781s690ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328567s710ms.jpg,970328567s710ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902417s228ms.jpg,969902417s228ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326459s798ms.jpg,970326459s798ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325592s798ms.jpg,970325592s798ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326150s789ms.jpg,970326150s789ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902020s232ms.jpg,969902020s232ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328595s704ms.jpg,970328595s704ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905495s177ms.jpg,969905495s177ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325669s809ms.jpg,970325669s809ms.png,1.0,2.0,2.0,3.0,train
2020-09-24-3,969904789s171ms.jpg,969904789s171ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325776s782ms.jpg,970325776s782ms.png,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-3,970328980s689ms.jpg,970328980s689ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-1,969901862s241ms.jpg,969901862s241ms.png,0.0,0.0,0.0,1.0,train
2020-10-02-10-17-05-3,970588245s265ms.jpg,970588245s265ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326360s799ms.jpg,970326360s799ms.png,0.0,1.0,1.0,2.0,train
2020-10-02-10-17-05-3,970588333s253ms.jpg,970588333s253ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329190s699ms.jpg,970329190s699ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325948s787ms.jpg,970325948s787ms.png,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-3,970328695s704ms.jpg,970328695s704ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905398s180ms.jpg,969905398s180ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902833s244ms.jpg,969902833s244ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902422s233ms.jpg,969902422s233ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328704s713ms.jpg,970328704s713ms.png,1.0,2.0,3.0,3.0,train
2020-09-24-1,969901816s228ms.jpg,969901816s228ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902473s251ms.jpg,969902473s251ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325671s811ms.jpg,970325671s811ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328905s714ms.jpg,970328905s714ms.png,1.0,2.0,3.0,3.0,train
2020-09-24-3,969904972s187ms.jpg,969904972s187ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970329141s716ms.jpg,970329141s716ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905486s168ms.jpg,969905486s168ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328756s699ms.jpg,970328756s699ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326081s787ms.jpg,970326081s787ms.png,1.0,1.0,2.0,3.0,train
2020-09-24-3,969905115s164ms.jpg,969905115s164ms.png,0.0,1.0,1.0,1.0,train
2020-09-24-1,969902630s241ms.jpg,969902630s241ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970329205s714ms.jpg,970329205s714ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328865s707ms.jpg,970328865s707ms.png,1.0,2.0,2.0,3.0,train
2020-09-24-1,969902970s247ms.jpg,969902970s247ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970329118s693ms.jpg,970329118s693ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969903001s245ms.jpg,969903001s245ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902987s231ms.jpg,969902987s231ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328396s706ms.jpg,970328396s706ms.png,0.0,0.0,0.0,0.0,train
2020-10-02-10-17-05-3,970588320s273ms.jpg,970588320s273ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325853s792ms.jpg,970325853s792ms.png,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-1,970325724s797ms.jpg,970325724s797ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-3,970329164s706ms.jpg,970329164s706ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328492s701ms.jpg,970328492s701ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970325665s805ms.jpg,970325665s805ms.png,0.0,1.0,1.0,2.0,train
2020-10-02-10-17-05-3,970588413s266ms.jpg,970588413s266ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902325s236ms.jpg,969902325s236ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902621s232ms.jpg,969902621s232ms.png,0.0,0.0,0.0,1.0,train
2020-10-02-10-17-05-3,970588130s250ms.jpg,970588130s250ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970326970s227ms.jpg,970326970s227ms.png,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-3,970328750s693ms.jpg,970328750s693ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969904934s183ms.jpg,969904934s183ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-3,969905138s187ms.jpg,969905138s187ms.png,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-1,970326084s790ms.jpg,970326084s790ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326394s800ms.jpg,970326394s800ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325608s781ms.jpg,970325608s781ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905092s174ms.jpg,969905092s174ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325838s811ms.jpg,970325838s811ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-1,970325943s782ms.jpg,970325943s782ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905025s174ms.jpg,969905025s174ms.png,0.0,0.0,0.0,1.0,train
2020-10-02-10-17-05-3,970588424s244ms.jpg,970588424s244ms.png,1.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970329031s707ms.jpg,970329031s707ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902602s246ms.jpg,969902602s246ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902778s256ms.jpg,969902778s256ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-2,970327037s227ms.jpg,970327037s227ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970329163s705ms.jpg,970329163s705ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328357s700ms.jpg,970328357s700ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328888s697ms.jpg,970328888s697ms.png,1.0,2.0,2.0,3.0,train
2020-10-02-10-17-05-3,970588284s271ms.jpg,970588284s271ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905218s167ms.jpg,969905218s167ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905280s195ms.jpg,969905280s195ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325526s799ms.jpg,970325526s799ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325648s788ms.jpg,970325648s788ms.png,1.0,2.0,2.0,3.0,train
2020-10-02-10-17-05-3,970588456s243ms.jpg,970588456s243ms.png,0.0,1.0,1.0,1.0,train
2020-09-24-3,969905481s196ms.jpg,969905481s196ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-2,970326958s215ms.jpg,970326958s215ms.png,1.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970325545s785ms.jpg,970325545s785ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326056s795ms.jpg,970326056s795ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970326951s208ms.jpg,970326951s208ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970325625s798ms.jpg,970325625s798ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328609s685ms.jpg,970328609s685ms.png,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-3,970328637s713ms.jpg,970328637s713ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-3,969904836s185ms.jpg,969904836s185ms.png,0.0,0.0,0.0,0.0,train
2020-10-02-10-17-05-3,970588453s273ms.jpg,970588453s273ms.png,1.0,2.0,2.0,3.0,train
2020-10-02-10-17-05-3,970588188s242ms.jpg,970588188s242ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969901867s246ms.jpg,969901867s246ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902772s250ms.jpg,969902772s250ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325727s800ms.jpg,970325727s800ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328970s712ms.jpg,970328970s712ms.png,0.0,1.0,1.0,2.0,train
2020-10-02-10-17-05-3,970588230s250ms.jpg,970588230s250ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-2,970327018s208ms.jpg,970327018s208ms.png,0.0,0.0,1.0,1.0,train
2020-10-02-10-17-05-3,970588221s241ms.jpg,970588221s241ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328422s698ms.jpg,970328422s698ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970326028s801ms.jpg,970326028s801ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325553s793ms.jpg,970325553s793ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905086s168ms.jpg,969905086s168ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902468s246ms.jpg,969902468s246ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328430s706ms.jpg,970328430s706ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328446s689ms.jpg,970328446s689ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328267s710ms.jpg,970328267s710ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325921s794ms.jpg,970325921s794ms.png,1.0,2.0,2.0,3.0,train
2020-09-24-1,969902992s236ms.jpg,969902992s236ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970329075s717ms.jpg,970329075s717ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-2,970326961s218ms.jpg,970326961s218ms.png,1.0,1.0,2.0,3.0,train
2020-10-02-10-17-05-3,970588457s244ms.jpg,970588457s244ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-1,970325787s793ms.jpg,970325787s793ms.png,1.0,1.0,2.0,2.0,train
2020-09-29-09-46-42-1,970325507s813ms.jpg,970325507s813ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328618s694ms.jpg,970328618s694ms.png,0.0,1.0,1.0,1.0,train
2020-09-24-1,969902212s257ms.jpg,969902212s257ms.png,0.0,1.0,1.0,1.0,train
2020-10-02-10-17-05-3,970588332s252ms.jpg,970588332s252ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325823s796ms.jpg,970325823s796ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970325959s798ms.jpg,970325959s798ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325974s813ms.jpg,970325974s813ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905267s182ms.jpg,969905267s182ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325800s806ms.jpg,970325800s806ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902923s234ms.jpg,969902923s234ms.png,1.0,2.0,3.0,3.0,train
2020-10-02-10-17-05-3,970588447s267ms.jpg,970588447s267ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-1,970325855s794ms.jpg,970325855s794ms.png,1.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-3,970328956s698ms.jpg,970328956s698ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902278s256ms.jpg,969902278s256ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970329138s713ms.jpg,970329138s713ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905137s186ms.jpg,969905137s186ms.png,1.0,2.0,2.0,3.0,train
2020-09-24-1,969902505s250ms.jpg,969902505s250ms.png,0.0,0.0,0.0,1.0,train
2020-10-02-10-17-05-3,970588315s268ms.jpg,970588315s268ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969904859s175ms.jpg,969904859s175ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-1,970326070s809ms.jpg,970326070s809ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326163s802ms.jpg,970326163s802ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-3,970328947s689ms.jpg,970328947s689ms.png,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-3,970328481s690ms.jpg,970328481s690ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902999s243ms.jpg,969902999s243ms.png,0.0,1.0,1.0,1.0,train
2020-09-24-1,969902275s253ms.jpg,969902275s253ms.png,0.0,1.0,1.0,1.0,train
2020-09-24-1,969903011s255ms.jpg,969903011s255ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902175s253ms.jpg,969902175s253ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-2,970326870s227ms.jpg,970326870s227ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-3,970328393s703ms.jpg,970328393s703ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326165s804ms.jpg,970326165s804ms.png,1.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326382s788ms.jpg,970326382s788ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-3,969905498s180ms.jpg,969905498s180ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325738s811ms.jpg,970325738s811ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-3,970328801s710ms.jpg,970328801s710ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325686s792ms.jpg,970325686s792ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970325624s797ms.jpg,970325624s797ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969904854s170ms.jpg,969904854s170ms.png,0.0,1.0,1.0,2.0,train
2020-10-02-10-17-05-3,970588193s247ms.jpg,970588193s247ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902593s237ms.jpg,969902593s237ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970328145s201ms.jpg,970328145s201ms.png,0.0,1.0,1.0,1.0,train
2020-09-24-3,969905232s180ms.jpg,969905232s180ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325630s803ms.jpg,970325630s803ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328591s700ms.jpg,970328591s700ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902306s251ms.jpg,969902306s251ms.png,1.0,1.0,2.0,3.0,train
2020-09-24-1,969902689s233ms.jpg,969902689s233ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905310s192ms.jpg,969905310s192ms.png,1.0,2.0,3.0,3.0,train
2020-09-24-3,969904762s178ms.jpg,969904762s178ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326298s804ms.jpg,970326298s804ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902739s250ms.jpg,969902739s250ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-3,970329310s685ms.jpg,970329310s685ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-3,970329301s710ms.jpg,970329301s710ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-2,970327017s207ms.jpg,970327017s207ms.png,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-3,970328673s716ms.jpg,970328673s716ms.png,0.0,0.0,1.0,1.0,train
2020-07-28-06-01-11,964868779s698ms.jpg,964868779s698ms.png,0.0,1.0,1.0,1.0,train
2020-09-24-1,969902040s252ms.jpg,969902040s252ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325741s780ms.jpg,970325741s780ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326389s795ms.jpg,970326389s795ms.png,0.0,1.0,1.0,1.0,train
2020-09-24-1,969902773s251ms.jpg,969902773s251ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902264s242ms.jpg,969902264s242ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328312s688ms.jpg,970328312s688ms.png,0.0,0.0,1.0,1.0,train
2020-10-02-10-17-05-3,970588135s255ms.jpg,970588135s255ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902622s233ms.jpg,969902622s233ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970329086s695ms.jpg,970329086s695ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970329268s710ms.jpg,970329268s710ms.png,0.0,1.0,1.0,1.0,train
2020-09-29-09-46-42-1,970325687s793ms.jpg,970325687s793ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970326876s200ms.jpg,970326876s200ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902218s230ms.jpg,969902218s230ms.png,1.0,2.0,2.0,3.0,train
2020-09-24-3,969905493s175ms.jpg,969905493s175ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969902789s233ms.jpg,969902789s233ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-1,970325615s788ms.jpg,970325615s788ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969901797s242ms.jpg,969901797s242ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969901793s238ms.jpg,969901793s238ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969904958s173ms.jpg,969904958s173ms.png,0.0,1.0,1.0,1.0,train
2020-10-02-10-17-05-3,970588158s245ms.jpg,970588158s245ms.png,1.0,1.0,2.0,2.0,train
2020-09-24-1,969902025s237ms.jpg,969902025s237ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970329089s698ms.jpg,970329089s698ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970329223s698ms.jpg,970329223s698ms.png,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-3,970328942s718ms.jpg,970328942s718ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-1,970326079s785ms.jpg,970326079s785ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970329211s686ms.jpg,970329211s686ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902162s240ms.jpg,969902162s240ms.png,1.0,2.0,3.0,3.0,train
2020-09-24-1,969902677s255ms.jpg,969902677s255ms.png,1.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970325891s797ms.jpg,970325891s797ms.png,1.0,2.0,2.0,3.0,train
2020-09-29-09-46-42-2,970327022s212ms.jpg,970327022s212ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-3,970328623s699ms.jpg,970328623s699ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-2,970327025s215ms.jpg,970327025s215ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-1,970326233s805ms.jpg,970326233s805ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970326200s806ms.jpg,970326200s806ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-1,970325726s799ms.jpg,970325726s799ms.png,0.0,1.0,1.0,2.0,train
2020-10-02-10-17-05-3,970588216s270ms.jpg,970588216s270ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905200s182ms.jpg,969905200s182ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970326910s200ms.jpg,970326910s200ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-2,970328161s217ms.jpg,970328161s217ms.png,1.0,1.0,2.0,3.0,train
2020-09-29-09-46-42-1,970326670s809ms.jpg,970326670s809ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902327s238ms.jpg,969902327s238ms.png,1.0,1.0,2.0,3.0,train
2020-09-24-1,969902404s249ms.jpg,969902404s249ms.png,0.0,0.0,0.0,1.0,train
2020-09-29-09-46-42-2,970326828s218ms.jpg,970326828s218ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-3,969904905s187ms.jpg,969904905s187ms.png,1.0,1.0,2.0,2.0,train
2020-09-24-1,969901864s243ms.jpg,969901864s243ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-1,969902538s249ms.jpg,969902538s249ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-2,970326980s203ms.jpg,970326980s203ms.png,1.0,2.0,3.0,3.0,train
2020-09-24-3,969905502s184ms.jpg,969905502s184ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326207s813ms.jpg,970326207s813ms.png,1.0,2.0,3.0,3.0,train
2020-09-29-09-46-42-2,970327012s202ms.jpg,970327012s202ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969905568s183ms.jpg,969905568s183ms.png,0.0,0.0,1.0,1.0,train
2020-09-24-1,969902231s242ms.jpg,969902231s242ms.png,0.0,1.0,1.0,2.0,train
2020-09-24-1,969902571s249ms.jpg,969902571s249ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-3,969904837s186ms.jpg,969904837s186ms.png,0.0,0.0,0.0,0.0,train
2020-09-29-09-46-42-3,970328497s706ms.jpg,970328497s706ms.png,0.0,0.0,0.0,1.0,train
2020-09-24-1,969903013s257ms.jpg,969903013s257ms.png,0.0,0.0,1.0,1.0,train
2020-09-29-09-46-42-3,970328827s703ms.jpg,970328827s703ms.png,0.0,0.0,0.0,0.0,train
2020-09-24-3,969905251s166ms.jpg,969905251s166ms.png,0.0,1.0,1.0,2.0,train
2020-09-29-09-46-42-1,970326692s797ms.jpg,970326692s797ms.png,0.0,0.0,1.0,1.0,train
